,mean,p_value,slope,slope_err,business_id,c_hyp
0,2.857142857142857,0.27541452283278584,0.4104068754720034,0.3352500586603976,--4Pe8BZ6gj57VFL5mUE8g,False
1,4.555555555555555,0.8118646053088819,-0.014326550186473622,0.06000975829172919,--5jkZ3-nUPZxUvtcbr8Uw,False
2,3.882978723404255,0.2682664927515903,-0.10699817158653308,0.09606588022711549,--BlvDO_RG2yElKu9XA1_g,False
3,4.5,0.5573234361638917,-0.20401537465144415,0.32842827335601527,--Ol5mVSMaW8ExtmWRUmKA,False
4,3.25,0.5023424129922558,-0.03532472832673895,0.052486443769720524,--UE_y6auTgq3FXlvUMkbw,False
5,2.7142857142857144,0.6480794568134278,-0.32199261802804646,0.6636977393266374,--WLj8iK9DUKxkPnMHAoeA,False
6,3.75,0.7651629569008249,-0.19278138644207343,0.5642418451083901,--XBxRlD92RaV6TyUnP8Ow,False
7,2.951219512195122,0.40139456277978325,0.17735167812798394,0.20904341060787743,--Y_2lDOtVDioX5bwF6GIw,False
8,4.07051282051282,0.2959127623872447,0.11022394831489715,0.10509517025603068,--pOlFxITWnhzc7SHSIP0A,False
9,3.0,0.01621123805186732,-1.6215941418464166,0.5152202692946396,-0HGqwlfw3I8nkJyMHxAsQ,False
10,4.333333333333333,0.6751958708839683,-0.3446841137894263,0.6159222035146689,-0QBrNvhrPQCaeo7mTo0zQ,False
11,3.554054054054054,0.09594613202308057,-0.13265388189392144,0.07863649277703652,-0ZDRoepf3gwd9fpsw1bRQ,False
12,2.142857142857143,0.21550816301273176,-0.6393806263205347,0.45103725232401576,-0bUDim5OGuv8R0Qqq6J4A,False
13,3.276073619631902,0.43705225671587766,0.15889617955205865,0.2039429318124699,-1ERbsOf9XOC9wGbZYFr7g,False
14,3.7857142857142856,0.21195679044879343,-0.2056822369860734,0.1560005229051268,-1NcH1ArxlnMncpLzu7kFQ,False
15,4.0,1.9136050088993423e-05,0.17623716369228112,0.039346686440696325,-1bOb2izeJBZjHC7NWxiPA,True
16,3.0,0.039186713832175014,-0.1764106123129649,0.08203841012206937,-23t2qOQWj8Kqp-Ijm1BQA,False
17,3.3636363636363638,0.10202691676357889,0.6216003897772885,0.34145021068451065,-27u-98Ugczq_xsNPdcvEg,False
18,3.8095238095238093,0.6117935506625642,0.07501700238106661,0.14537612563142388,-2NCvK5807Nxs9GUb2Eo1g,False
