,user_id,z_hood,frac_in_hood,n_reviews,mean_words,std_words,mean_sentences,std_sentences,mean_ease,std_ease,mean_grade,std_grade,mean_dc,std_dc,mean_stars_x,std_stars,mean_rel,std_rel,n_reviews_2,Unnamed: 0,latest_sqft,latest_zhvi,mean_price,mean_price_err,mean_stars_y,mean_stars_err,n,loop_i,state,county,city,neighborhood,lon,lat,lon_width,lat_width,bbox_area
25,-087cNxyD11jpuF8wfxzVQ,274742,0.666666666667,6,33.0,18.6726180989,2.83333333333,1.06718737291,59.24,23.5183559516,7.63333333333,2.8639522032,8.14833333333,1.07643573375,4.83333333333,0.37267799625,0.490226816368,0.435796551831,6,243,219.0,504500.0,1.94660564455,0.019629640956,3.92366570128,0.0185636417175,2417,227.0,AZ,Maricopa,Scottsdale,North Scottsdale,-111.8582508,33.64934,0.204723,0.1923999,280.191013692
26,-1LYnK3QRMWBAdD1WuGdJQ,274742,0.8,10,38.6,12.1918005233,4.5,1.36014705087,73.543,8.82933638503,5.18,1.23353151561,7.974,1.37506508937,4.4,0.489897948557,0.647373917169,0.504616186648,10,243,219.0,504500.0,1.94660564455,0.019629640956,3.92366570128,0.0185636417175,2417,227.0,AZ,Maricopa,Scottsdale,North Scottsdale,-111.8582508,33.64934,0.204723,0.1923999,280.191013692
27,-1p8HJmNCFJEuJAOBKPw4g,274742,1.0,5,240.6,81.6666394558,10.2,5.07543101618,69.044,13.6745977637,10.42,4.18349136488,7.626,0.596543376461,2.6,1.2,-1.32496828951,0.764196387373,5,243,219.0,504500.0,1.94660564455,0.019629640956,3.92366570128,0.0185636417175,2417,227.0,AZ,Maricopa,Scottsdale,North Scottsdale,-111.8582508,33.64934,0.204723,0.1923999,280.191013692
28,-2sGVnUcv9VXKOl3RgEG3w,274742,0.5,6,44.5,16.0597841413,3.83333333333,1.34370962472,87.33,9.49929471066,4.1,1.65126214353,6.94166666667,0.608944898073,3.5,1.38443731049,0.13811625261,1.46274437271,6,243,219.0,504500.0,1.94660564455,0.019629640956,3.92366570128,0.0185636417175,2417,227.0,AZ,Maricopa,Scottsdale,North Scottsdale,-111.8582508,33.64934,0.204723,0.1923999,280.191013692
29,-6CEHR3KyP2fO3J50OV6fA,274742,0.833333333333,6,34.6666666667,13.4742552876,3.83333333333,1.21335164821,79.4316666667,7.71459961516,4.38333333333,1.35328817659,7.295,0.524110357336,4.16666666667,0.37267799625,0.21797101545,0.537452063919,6,243,219.0,504500.0,1.94660564455,0.019629640956,3.92366570128,0.0185636417175,2417,227.0,AZ,Maricopa,Scottsdale,North Scottsdale,-111.8582508,33.64934,0.204723,0.1923999,280.191013692
30,-H7ZKpT8VZp1i4f7XaddDw,274742,0.5,6,71.8333333333,28.8468176562,4.66666666667,1.79505493571,69.6783333333,8.68240638047,7.43333333333,1.05934990547,7.63,0.791707016516,4.33333333333,0.471404520791,0.430458339463,0.731736849618,6,243,219.0,504500.0,1.94660564455,0.019629640956,3.92366570128,0.0185636417175,2417,227.0,AZ,Maricopa,Scottsdale,North Scottsdale,-111.8582508,33.64934,0.204723,0.1923999,280.191013692
31,-JlJf9qe79b07GB24-h6jA,274742,0.545454545455,11,106.818181818,66.1263503822,8.54545454545,3.72616391489,79.9390909091,6.56364429614,4.94545454545,1.42851711821,7.59727272727,0.533753278195,4.45454545455,0.655554777357,0.318243604039,0.48262354885,11,243,219.0,504500.0,1.94660564455,0.019629640956,3.92366570128,0.0185636417175,2417,227.0,AZ,Maricopa,Scottsdale,North Scottsdale,-111.8582508,33.64934,0.204723,0.1923999,280.191013692
32,-KM6PeCk4Gj0emYWPF7hiA,274742,0.571428571429,7,75.4285714286,42.4494897929,5.42857142857,3.11022015101,81.5842857143,7.59529526774,5.31428571429,1.31304289064,7.14142857143,1.01321875471,4.14285714286,1.12485826772,0.116433732826,1.20018525054,7,243,219.0,504500.0,1.94660564455,0.019629640956,3.92366570128,0.0185636417175,2417,227.0,AZ,Maricopa,Scottsdale,North Scottsdale,-111.8582508,33.64934,0.204723,0.1923999,280.191013692
33,-UPb7jd2li5mcp02Eq4uMg,274742,0.538461538462,13,176.615384615,66.0798333737,11.0769230769,3.02455434636,76.1915384615,6.67326104822,6.42307692308,1.24044275356,7.17923076923,0.564330257078,3.61538461538,1.07692307692,-0.0529540345492,0.862238804091,13,243,219.0,504500.0,1.94660564455,0.019629640956,3.92366570128,0.0185636417175,2417,227.0,AZ,Maricopa,Scottsdale,North Scottsdale,-111.8582508,33.64934,0.204723,0.1923999,280.191013692
34,-curwG7tAd6_E0fWVtX6yA,274742,0.636363636364,11,73.0909090909,24.7586699065,7.27272727273,2.41551459192,81.2327272727,9.89236812434,4.45454545455,1.67839947372,7.0,1.02673356728,4.90909090909,0.287479787288,1.08136363492,0.76834194562,11,243,219.0,504500.0,1.94660564455,0.019629640956,3.92366570128,0.0185636417175,2417,227.0,AZ,Maricopa,Scottsdale,North Scottsdale,-111.8582508,33.64934,0.204723,0.1923999,280.191013692
35,-dAfN7ahgyu0LfThz8UIbQ,274742,0.9,10,69.7,37.2291552416,6.1,3.5902646142,79.365,7.56491539939,5.02,1.36293800299,7.512,0.980671198721,5.0,0.0,0.778911924482,0.734317221557,10,243,219.0,504500.0,1.94660564455,0.019629640956,3.92366570128,0.0185636417175,2417,227.0,AZ,Maricopa,Scottsdale,North Scottsdale,-111.8582508,33.64934,0.204723,0.1923999,280.191013692
36,-ffIeJ1DjUS63qQaBGY2iw,274742,0.5,6,142.5,110.724507977,10.5,8.61684396981,71.705,9.2055884295,6.66666666667,1.96948949956,9.31333333333,1.15871576421,4.5,1.11803398875,0.489964979895,0.804995577237,6,243,219.0,504500.0,1.94660564455,0.019629640956,3.92366570128,0.0185636417175,2417,227.0,AZ,Maricopa,Scottsdale,North Scottsdale,-111.8582508,33.64934,0.204723,0.1923999,280.191013692
