chain star zhvi_p cst_p zhvi_c cst_c w_avg n_rev n_rev_star 
PandaExpress 2 0.290104814878 0.00145848895142 -2.73517605139e-07 0.230918788015 0.163551401869 564 96 
PandaExpress 3 0.936098606804 0.00251836000168 -2.17070614366e-08 0.229645514652 0.224299065421 564 118 
PandaExpress 4 0.285617685674 0.00188866004911 2.67001171189e-07 0.21694789191 0.282710280374 564 150 
PandaExpress 5 0.238042432945 0.00107153757933 -2.4499202341e-07 0.191182656861 0.130841121495 564 75 
ChaseBank 1 0.918015385393 0.0348992580472 -3.90989449689e-08 0.23845057949 0.228070175439 189 42 
ChaseBank 2 0.109833708873 0.0322721898145 -2.87809589624e-07 0.111498472388 0.0350877192982 189 11 
ChaseBank 3 0.716273017184 0.172578514866 8.24885273659e-08 0.0892111789179 0.111111111111 189 19 
ChaseBank 4 0.931248392951 0.0111090194524 -2.95523596216e-08 0.265155816487 0.25730994152 189 51 
ChaseBank 5 0.533729284397 0.0244332275121 2.73972366849e-07 0.295683952717 0.368421052632 189 66 
ChipotleMexicanGrill 1 0.339290278937 0.000137096504585 -1.34176818201e-07 0.181756492797 0.144966442953 1848 263 
ChipotleMexicanGrill 2 0.45038806379 8.96618508375e-05 6.03615779647e-08 0.10761048415 0.124161073826 1848 224 
ChipotleMexicanGrill 3 0.961995223748 1.71571201571e-05 4.49955819714e-09 0.145074987346 0.146308724832 1848 266 
ChipotleMexicanGrill 4 0.330979516528 1.07898965259e-07 1.32424248056e-07 0.285838139782 0.322147651007 1848 583 
ChipotleMexicanGrill 5 0.730245792144 1.81604669488e-05 -6.31085660176e-08 0.279719895925 0.262416107383 1848 512 
Supercuts 1 0.0626837866804 0.000189691894469 -5.12446944616e-07 0.337508586041 0.197969543147 240 56 
Supercuts 2 0.740049968749 0.0503841622238 -7.20334751294e-08 0.131289805616 0.111675126904 240 26 
Supercuts 3 0.194726925563 0.63563948909 2.53575187674e-07 0.0273983056223 0.0964467005076 240 25 
Supercuts 4 0.703115552722 0.00877959625482 1.03442894502e-07 0.225639658935 0.253807106599 240 52 
Supercuts 5 0.52516833084 0.0134693749914 2.2746233757e-07 0.278163643786 0.340101522843 240 81 
USPostOffice 1 0.778524888734 0.00091293355754 1.09533411613e-07 0.408468362123 0.437984496124 594 257 
USPostOffice 2 0.266474379426 0.00087023554815 -1.68089034688e-07 0.157698307041 0.112403100775 594 69 
USPostOffice 3 0.882045671798 0.048969984923 -3.72115841501e-08 0.14568637656 0.135658914729 594 83 
USPostOffice 4 0.471907963831 0.0959086430304 1.68694782513e-07 0.113456290635 0.158914728682 594 96 
USPostOffice 5 0.818011422707 0.0607702932025 -7.29275752878e-08 0.174690663642 0.15503875969 594 89 
JiffyLube 1 0.483430923458 0.00094465023815 -2.08669822049e-07 0.29133639394 0.239035087719 548 131 
JiffyLube 2 0.561778504639 0.192932937808 9.45437386776e-08 0.0574437713754 0.0811403508772 548 48 
JiffyLube 3 0.39588493495 0.0144669861821 -1.09809808298e-07 0.0889263980591 0.0614035087719 548 35 
JiffyLube 4 0.617814585932 0.0399108341201 8.65299003066e-08 0.0989260556342 0.120614035088 548 67 
JiffyLube 5 0.712053302389 6.71669651486e-05 1.37405991364e-07 0.463367380991 0.497807017544 548 267 
JimmyJohn's 1 0.0572666447323 0.152506631068 4.23663154212e-07 0.100593267327 0.226613965744 1049 224 
JimmyJohn's 2 0.441043216904 3.14630863782e-05 -8.2905285718e-08 0.17354069225 0.148880105402 1049 155 
JimmyJohn's 3 0.871043417524 5.84053459519e-05 -1.45760817826e-08 0.138723079321 0.134387351779 1049 140 
JimmyJohn's 4 0.335024552291 0.000982523950796 1.5933316637e-07 0.195029804868 0.242424242424 1049 265 
JimmyJohn's 5 0.00727109201639 1.2721005545e-07 -4.85514953082e-07 0.392113156234 0.247694334651 1049 265 
QuikTrip 1 0.571306619688 0.205701391323 -1.55756853122e-07 0.0773692138393 0.0450819672131 322 18 
QuikTrip 2 0.596334368616 0.363722964576 1.19780455999e-07 0.0448425262453 0.0696721311475 322 19 
QuikTrip 3 0.39317308339 0.103035562192 -4.21109134166e-07 0.181555112052 0.094262295082 322 30 
QuikTrip 4 0.437570489202 0.0333051227856 -5.26995904409e-07 0.342848920686 0.233606557377 322 80 
QuikTrip 5 0.17162752502 0.0330175212891 9.84081435698e-07 0.353384227177 0.55737704918 322 175 
PapaJohn'sPizza 1 0.842623374334 0.00575792331657 8.74385441598e-08 0.313501299979 0.333333333333 333 119 
PapaJohn'sPizza 2 0.868205606895 0.0133925651449 -3.89969325783e-08 0.147733826497 0.138888888889 333 49 
PapaJohn'sPizza 3 0.407309095792 0.335612761596 2.27141379468e-07 0.0635611764229 0.115079365079 333 39 
PapaJohn'sPizza 4 0.823450678762 0.0529012167492 7.49203187649e-08 0.161578667828 0.178571428571 333 55 
PapaJohn'sPizza 5 0.405915584998 0.00393981765783 -3.50503309815e-07 0.313625029274 0.234126984127 333 71 
KFC 1 0.988921094663 7.1938804123e-05 7.11991077587e-09 0.539313204642 0.540856031128 327 177 
KFC 2 0.390527985505 0.00869755123344 -2.94257619848e-07 0.215514194544 0.151750972763 327 48 
KFC 3 0.465678993247 0.0144221053441 -2.20839298665e-07 0.176258740758 0.128404669261 327 44 
KFC 4 0.0811407151845 0.823294001552 4.33088004841e-07 -0.0121345695409 0.0817120622568 327 29 
KFC 5 0.78107374512 0.189162902752 7.48890028965e-08 0.0810484295973 0.0972762645914 327 29 
DairyQueen 1 0.5801282599 0.125252087335 2.29535211613e-07 0.176101156027 0.233983286908 428 98 
DairyQueen 2 0.669538622877 0.0256898870053 8.15853215907e-08 0.121487826706 0.142061281337 428 60 
DairyQueen 3 0.54149950872 0.00252400242174 1.22922540753e-07 0.180701660555 0.211699164345 428 88 
DairyQueen 4 0.389929722935 0.0027555597181 -3.37023360853e-07 0.346825968368 0.261838440111 428 115 
DairyQueen 5 0.748795476999 0.0411685547519 -9.70197131046e-08 0.174883388344 0.150417827298 428 67 
EnterpriseRent-A-Car 1 0.970550990536 0.0140447882123 1.0451540727e-08 0.20266840002 0.205357142857 400 78 
EnterpriseRent-A-Car 2 0.855517809814 0.209825401924 -4.29801214865e-08 0.0824855530569 0.0714285714286 400 32 
EnterpriseRent-A-Car 3 0.72994283389 0.217211318253 9.27070212424e-08 0.0922218023897 0.116071428571 400 32 
EnterpriseRent-A-Car 4 0.535722937496 0.0276360406634 -1.75493744141e-07 0.179075747326 0.133928571429 400 65 
EnterpriseRent-A-Car 5 0.784132183069 0.00064076112372 1.15315303658e-07 0.443548497207 0.473214285714 400 193 
CvsPharmacy 1 0.436867316632 0.0700652919321 2.94080770108e-07 0.197894913117 0.273291925466 214 70 
CvsPharmacy 2 0.526241638369 0.0490582673998 -1.43788551303e-07 0.130032496437 0.0931677018634 214 18 
CvsPharmacy 3 0.289113759593 0.236010283373 3.36990199197e-07 0.106148366787 0.192546583851 214 36 
CvsPharmacy 4 0.955875289939 0.00452174782271 -1.57021328868e-08 0.246261768883 0.242236024845 214 49 
CvsPharmacy 5 0.248383015387 0.0086049890034 -4.71580285114e-07 0.319662454775 0.198757763975 214 41 
FedExOfficePrint&ShipCenter 1 0.183511103332 0.0959529938683 3.52020090994e-07 0.137055833334 0.238095238095 291 71 
FedExOfficePrint&ShipCenter 2 0.216715842236 0.368576674768 2.33837240785e-07 0.0519299282561 0.119047619048 291 35 
FedExOfficePrint&ShipCenter 3 0.243681917261 0.13714136023 2.03367638214e-07 0.0805168083218 0.138888888889 291 38 
FedExOfficePrint&ShipCenter 4 0.798861154049 0.000756083443985 -5.57371722558e-08 0.258061586638 0.242063492063 291 72 
FedExOfficePrint&ShipCenter 5 0.0299186262673 6.81847264458e-05 -7.33487797737e-07 0.47243584345 0.261904761905 291 75 
JackintheBox 1 0.374357407211 0.0900051788353 4.9169673942e-07 0.21806091953 0.31884057971 210 63 
JackintheBox 2 0.286209720065 0.00471468858238 -3.49380747545e-07 0.231030431205 0.159420289855 210 30 
JackintheBox 3 0.884026361214 0.0309643749421 4.61043734928e-08 0.16446335077 0.173913043478 210 40 
JackintheBox 4 0.296837847035 0.0112734369112 -4.86291792748e-07 0.288077642962 0.188405797101 210 42 
JackintheBox 5 0.46135161721 0.284800087032 2.9787142738e-07 0.098367655534 0.159420289855 210 35 
T-Mobile 1 0.980377554584 0.00440752968768 -1.12769038946e-08 0.360331196654 0.357664233577 163 62 
T-Mobile 2 0.686476071651 0.209643586223 -1.60850505362e-07 0.125632033167 0.0875912408759 163 14 
T-Mobile 3 0.37561624182 0.107535843667 -2.62454695376e-07 0.120464121322 0.0583941605839 163 10 
T-Mobile 4 0.348414928592 0.597044385645 4.09443342643e-07 0.0564522175889 0.153284671533 163 23 
T-Mobile 5 0.965617383848 0.0281853395151 2.51387619893e-08 0.337120431269 0.343065693431 163 54 
Denny's 1 0.819368866864 0.00825631354263 8.16512550707e-08 0.241581164409 0.259405940594 730 189 
Denny's 2 0.0185652255906 8.66851758031e-05 -6.89382275399e-07 0.310890784039 0.160396039604 730 116 
Denny's 3 0.468635126752 0.000801610011433 -1.69212387367e-07 0.213177324565 0.176237623762 730 121 
Denny's 4 0.516365719322 0.0408721317256 2.41251297831e-07 0.184957696382 0.237623762376 730 179 
Denny's 5 0.102180542025 0.497217857276 5.35692109865e-07 0.0493930306046 0.166336633663 730 125 
Arby's 1 0.856248354377 0.0106221245667 -6.38903701989e-08 0.243194280022 0.228395061728 205 50 
Arby's 2 0.954559432243 0.0442887301989 -1.57443258627e-08 0.14562223876 0.141975308642 205 25 
Arby's 3 0.626224799979 0.0339406463577 1.83969930697e-07 0.210472624349 0.253086419753 205 49 
Arby's 4 0.686319460835 0.00901486402774 -1.46471702771e-07 0.256150131803 0.222222222222 205 50 
Arby's 5 0.919911591583 0.176512002669 4.21364681358e-08 0.144560725065 0.154320987654 205 31 
RossDressforLess 1 0.305230146103 0.00336211334885 -2.95485930154e-07 0.223190759701 0.158371040724 269 46 
RossDressforLess 2 0.584060979574 0.0459225375026 -2.03691937415e-07 0.184954683828 0.140271493213 269 38 
RossDressforLess 3 0.706496643444 0.0349694835839 1.64121861558e-07 0.230965484849 0.266968325792 269 71 
RossDressforLess 4 0.349505994588 0.0280363512783 3.53415880154e-07 0.207540263032 0.285067873303 269 75 
RossDressforLess 5 0.959601840679 0.0858790457872 -1.8359874143e-08 0.15334880859 0.149321266968 269 39 
FirestoneCompleteAutoCare 1 0.741863815306 0.0279158378039 -1.34291620824e-07 0.259161323193 0.224199288256 341 73 
FirestoneCompleteAutoCare 2 0.160489048036 0.976060957516 3.20992444321e-07 0.00184075462115 0.085409252669 341 25 
FirestoneCompleteAutoCare 3 0.0763808726433 0.563405212723 3.48242765358e-07 -0.0301647384785 0.0604982206406 341 20 
FirestoneCompleteAutoCare 4 0.690365912825 0.135345483373 1.03063840938e-07 0.108399250917 0.135231316726 341 46 
FirestoneCompleteAutoCare 5 0.22903760869 0.000106425954839 -6.38007429793e-07 0.660763409748 0.494661921708 341 177 
TheHomeDepot 1 0.531196174211 0.00270078549413 1.2268778575e-07 0.196227553605 0.228773584906 602 129 
TheHomeDepot 2 0.867703168828 0.0138263048304 2.0299539363e-08 0.0960301292475 0.10141509434 602 61 
TheHomeDepot 3 0.323238850261 0.0860814851669 1.73739040029e-07 0.0907037880103 0.13679245283 602 85 
TheHomeDepot 4 0.961352962309 0.000366888130327 -1.07063298282e-08 0.281142010963 0.278301886792 602 168 
TheHomeDepot 5 0.226620966846 0.000196000066052 -3.06020035314e-07 0.335896518175 0.254716981132 602 159 
PetSmart 1 0.909220601902 0.00365327198129 -3.02681421947e-08 0.243565318814 0.235576923077 526 121 
PetSmart 2 0.0806924147395 0.0010728522824 -2.46292059655e-07 0.144328548439 0.0793269230769 526 44 
PetSmart 3 0.170075695302 0.000295525734956 -2.26316302818e-07 0.19674883614 0.137019230769 526 66 
PetSmart 4 0.691662204717 0.000284326455766 -1.0971034396e-07 0.33905100804 0.310096153846 526 157 
PetSmart 5 0.00662987748925 0.192066177444 6.12586848629e-07 0.0763062885662 0.237980769231 526 138 
WalmartSupercenter 1 0.139467272972 1.77056336155e-05 -6.45237345713e-07 0.581779202011 0.441400304414 952 412 
WalmartSupercenter 2 0.219715214566 0.000147808652064 -2.63788683513e-07 0.238516631422 0.181126331811 952 174 
WalmartSupercenter 3 0.794741157356 0.00170476412248 4.92267442182e-08 0.164328200358 0.17503805175 952 172 
WalmartSupercenter 4 0.0406991088249 0.297126816172 4.07113197332e-07 0.0468920149158 0.135464231355 952 127 
WalmartSupercenter 5 0.0134482240459 0.429456571701 4.52686087675e-07 -0.0315160487064 0.0669710806697 952 67 
Albertsons 1 0.121093247588 0.000680070094178 -4.15715623512e-07 0.294276804528 0.184848484848 367 67 
Albertsons 2 0.390403040322 0.00564887907499 -1.92299177713e-07 0.193042921884 0.142424242424 367 51 
Albertsons 3 0.8374679417 0.00266533804782 -4.8438732939e-08 0.227901984109 0.215151515152 367 83 
Albertsons 4 0.161126194713 0.0835962732835 4.82272586269e-07 0.170021668659 0.29696969697 367 108 
Albertsons 5 0.435664184702 0.0782038630849 1.74180947894e-07 0.11475662082 0.160606060606 367 58 
CVSPharmacy 1 0.589380091448 0.00667602336904 -2.15503366389e-07 0.365320650108 0.302222222222 288 84 
CVSPharmacy 2 0.247493654628 0.972164614244 4.38592914117e-07 -0.00397361150708 0.124444444444 288 46 
CVSPharmacy 3 0.0755645805636 0.00205750479328 -6.65041637724e-07 0.385832346896 0.191111111111 288 57 
CVSPharmacy 4 0.0659965356712 0.418307338351 5.68088124793e-07 0.0736663218966 0.24 288 63 
CVSPharmacy 5 0.685461526924 0.0712603140299 -1.26136034797e-07 0.179154292606 0.142222222222 288 38 
Chick-fil-A 1 0.588215919047 0.0503685054502 -8.10585036561e-08 0.0974641823235 0.0733590733591 644 43 
Chick-fil-A 2 0.329652896401 0.00311049796322 -8.04085437765e-08 0.0856878862236 0.0617760617761 644 40 
Chick-fil-A 3 0.0139131427319 0.000138120645097 -4.47920616812e-07 0.247101866454 0.1138996139 644 67 
Chick-fil-A 4 0.840920637104 0.000544499212618 4.36260115157e-08 0.278532325258 0.291505791506 644 185 
Chick-fil-A 5 0.01656159677 0.000394194115503 5.65761652729e-07 0.291213739741 0.459459459459 644 309 
SonicDrive-In 1 0.280284059193 0.0248755510992 -7.65625887576e-07 0.361793700966 0.205882352941 343 83 
SonicDrive-In 2 0.901296533141 0.175070095092 -6.17324656499e-08 0.147024923754 0.134453781513 343 47 
SonicDrive-In 3 0.185287379007 0.000334619778205 -3.31321339102e-07 0.239738878794 0.172268907563 343 62 
SonicDrive-In 4 0.175624840717 0.245521431689 8.47096594231e-07 0.151027444346 0.323529411765 343 99 
SonicDrive-In 5 0.530811871262 0.341046601672 3.11583098096e-07 0.10041505214 0.163865546218 343 52 
DelTaco 1 0.220422401367 0.583539951364 6.67246805669e-07 0.0670534761836 0.214788732394 339 72 
DelTaco 2 0.259166193936 0.031376832761 -5.1326158896e-07 0.233359666706 0.119718309859 339 40 
DelTaco 3 0.8430632795 0.0913045027419 1.0379220318e-07 0.209413712563 0.232394366197 339 77 
DelTaco 4 0.522915597505 0.00119575370026 -2.84333921908e-07 0.37633471541 0.31338028169 339 109 
DelTaco 5 0.93482256137 0.135350791149 2.65565020198e-08 0.113838429136 0.119718309859 339 41 
7-Eleven 1 0.0261319757405 0.226540711945 1.0714957463e-06 -0.132260598214 0.116279069767 109 12 
7-Eleven 2 0.827129458195 0.657889667221 1.29374104637e-07 0.0630141800683 0.093023255814 109 9 
7-Eleven 3 0.754527174626 0.167233927585 -2.85180837495e-07 0.310335399797 0.244186046512 109 29 
7-Eleven 4 0.58163901044 0.0916182344862 -5.91350104037e-07 0.451120583086 0.313953488372 109 31 
7-Eleven 5 0.785233486729 0.288271989821 -3.24338909407e-07 0.307790435263 0.232558139535 109 28 
JambaJuice 1 0.182655489483 0.512491374115 1.97916371808e-07 0.0266913738734 0.0786163522013 408 32 
JambaJuice 2 0.517018136855 0.0116608625619 -1.12209531019e-07 0.136357326893 0.106918238994 408 44 
JambaJuice 3 0.318672816507 0.00383246338302 -2.11907432235e-07 0.197105081386 0.141509433962 408 55 
JambaJuice 4 0.366274552638 4.72229352358e-05 -2.45031053572e-07 0.416487158165 0.352201257862 408 142 
JambaJuice 5 0.177719254174 0.00845197723932 3.71231645018e-07 0.223359059683 0.320754716981 408 135 
JerseyMike'sSubs 1 0.301881771446 0.135677490742 1.26140896089e-07 0.0531030180507 0.0864745011086 562 49 
JerseyMike'sSubs 2 0.457062828357 0.0106934972558 -1.09693733859e-07 0.117712063777 0.0886917960089 562 48 
JerseyMike'sSubs 3 0.868336267635 0.00188171984659 -2.35463837443e-08 0.145918944214 0.139689578714 562 71 
JerseyMike'sSubs 4 0.13088455805 0.00126359874151 3.69048052774e-07 0.254915567337 0.352549889135 562 201 
JerseyMike'sSubs 5 0.0931208422979 8.3872237704e-07 -3.6194883126e-07 0.428350406622 0.332594235033 562 193 
ColdStoneCreamery 1 0.712150432944 0.0472615809497 -1.00400764176e-07 0.161029380711 0.134146341463 312 43 
ColdStoneCreamery 2 0.532246892376 0.256069010902 1.66094913274e-07 0.0856081724552 0.130081300813 312 41 
ColdStoneCreamery 3 0.882510396834 0.0077766747182 3.40607242498e-08 0.194132024378 0.20325203252 312 64 
ColdStoneCreamery 4 0.414893530689 0.342682782502 3.97009699104e-07 0.129470105839 0.235772357724 312 76 
ColdStoneCreamery 5 0.343580141869 0.00840925315406 -4.96764572453e-07 0.429760316617 0.29674796748 312 88 
EinsteinBrosBagels 1 0.930712116785 0.0422479886251 -2.64866133074e-08 0.206518008998 0.198664440735 672 129 
EinsteinBrosBagels 2 0.0695084472544 0.213481997017 3.8506823084e-07 0.0794791845082 0.193656093489 672 132 
EinsteinBrosBagels 3 0.43806647678 0.0549422334639 1.85352619717e-07 0.150383173977 0.205342237062 672 136 
EinsteinBrosBagels 4 0.0272826397684 2.19455895602e-06 -3.88807643638e-07 0.365703047724 0.25041736227 672 166 
EinsteinBrosBagels 5 0.456700583199 0.00675798952152 -1.55126593612e-07 0.197916584794 0.151919866444 672 109 
FiveGuysBurgersandFries 1 0.374158282286 0.0150578291308 -1.05543711609e-07 0.0927369287064 0.0627027027027 1250 88 
FiveGuysBurgersandFries 2 0.715385556927 0.017127115727 -5.55643025321e-08 0.117433371981 0.101621621622 1250 148 
FiveGuysBurgersandFries 3 0.718991022984 9.55667281286e-05 4.87432995688e-08 0.200183334017 0.214054054054 1250 266 
FiveGuysBurgersandFries 4 0.0161659305948 0.00486520460556 5.35496980855e-07 0.192480254716 0.344864864865 1250 416 
FiveGuysBurgersandFries 5 0.119802356091 7.48010430994e-05 -4.23132266283e-07 0.39716611058 0.276756756757 1250 332 
SallyBeautySupply 1 0.926252719705 0.289750161769 6.01762714785e-08 0.16971625139 0.183486238532 136 31 
